RAF,n,p,nodes,edges,SCC,WC,diameter,Bet_Centrality,coloring
1,4,0.6506506506506506,158,3752,1,1,4,0.007125033852438515,2
1,4,0.6516516516516516,158,3736,1,1,5,0.007163796186613249,2
1,4,0.6526526526526526,158,3718,1,1,5,0.007186536755995758,2
1,4,0.6536536536536537,158,3774,1,1,5,0.0070940239850987245,2
1,4,0.6546546546546547,158,3684,1,1,5,0.00727698220240347,2
1,4,0.6556556556556556,158,3774,1,1,4,0.007112113074380268,2
1,4,0.6566566566566566,158,3768,1,1,5,0.007102810114178333,2
1,4,0.6576576576576576,158,3766,1,1,4,0.007088338842753098,2
1,4,0.6586586586586587,158,3746,1,1,5,0.007141055617230737,2
1,4,0.6596596596596597,158,3716,1,1,5,0.00720617633864429,2
1,4,0.6606606606606606,158,3748,1,1,5,0.0071637961866132475,2
1,4,0.6616616616616616,158,3798,1,1,5,0.007067665597859907,2
1,4,0.6626626626626626,158,3714,1,1,5,0.007199457534054003,2
1,4,0.6636636636636637,158,3762,1,1,5,0.0071183150478482254,2
1,4,0.6646646646646647,158,3770,1,1,4,0.007098675465199694,2
1,4,0.6656656656656657,158,3774,1,1,4,0.007071800246838545,2
1,4,0.6666666666666666,158,3818,1,1,4,0.007007196356547321,2
1,4,0.6676676676676676,158,3748,1,1,5,0.007152942733044322,2
1,4,0.6686686686686687,158,3810,1,1,5,0.00700874684991431,2
1,4,0.6696696696696697,158,3798,1,1,5,0.00705836263765797,2
1,4,0.6706706706706707,158,3780,1,1,4,0.007074901233572523,2
1,4,0.6716716716716716,158,3808,1,1,4,0.007050093339700692,2
1,4,0.6726726726726726,158,3802,1,1,5,0.007053194326434671,2
1,4,0.6736736736736737,158,3800,1,1,5,0.007032521081541483,2
1,4,0.6746746746746747,158,3796,1,1,4,0.007063530948881268,2
1,4,0.6756756756756757,158,3810,1,1,5,0.007018566641238575,2
1,4,0.6766766766766766,158,3860,1,1,4,0.006940525141766776,2
1,4,0.6776776776776777,158,3822,1,1,5,0.00700771318766965,2
1,4,0.6786786786786787,158,3784,1,1,5,0.0070924734917317345,2
1,4,0.6796796796796797,158,3826,1,1,5,0.006978253813696852,2
1,4,0.6806806806806807,158,3760,1,1,5,0.00712968533253948,2
1,4,0.6816816816816816,158,3800,1,1,5,0.00705784580653564,2
1,4,0.6826826826826827,158,3814,1,1,5,0.007039239886131768,2
1,4,0.6836836836836837,158,3804,1,1,4,0.007029420094807503,2
1,4,0.6846846846846847,158,3812,1,1,4,0.007026319108073525,2
1,4,0.6856856856856857,158,3814,1,1,5,0.007027869601440513,2
1,4,0.6866866866866866,158,3818,1,1,5,0.007020117134605566,2
1,4,0.6876876876876877,158,3822,1,1,5,0.007007196356547321,2
1,4,0.6886886886886887,158,3846,1,1,5,0.006963265711149288,2
1,4,0.6896896896896897,158,3862,1,1,5,0.00693432316829882,2
1,4,0.6906906906906907,158,3824,1,1,5,0.007013915161137609,2
1,4,0.6916916916916916,158,3836,1,1,5,0.006975669658085205,2
1,4,0.6926926926926927,158,3820,1,1,5,0.0069942755784890755,2
1,4,0.6936936936936937,158,3890,1,1,4,0.006904346963203691,2
1,4,0.6946946946946947,158,3798,1,1,5,0.0070676655978599056,2
1,4,0.6956956956956957,158,3868,1,1,5,0.0069270875325862045,2
1,4,0.6966966966966966,158,3890,1,1,5,0.006902279638714375,2
1,4,0.6976976976976977,158,3868,1,1,4,0.006907447949937671,2
1,4,0.6986986986986987,158,3860,1,1,4,0.00695499641319201,2
1,4,0.6996996996996997,158,3860,1,1,4,0.006944659790745417,2
1,4,0.7007007007007007,158,3890,1,1,4,0.006875404420353225,2
1,4,0.7017017017017017,158,3882,1,1,5,0.006886774705044479,2
1,4,0.7027027027027027,158,3786,1,1,5,0.007093507153976397,2
1,4,0.7037037037037037,158,3870,1,1,4,0.00693328950605416,2
1,4,0.7047047047047047,158,3880,1,1,5,0.006905897456570681,2
1,4,0.7057057057057057,158,3864,1,1,5,0.0069203687279959175,2
1,4,0.7067067067067067,158,3874,1,1,4,0.006925020208096885,2
1,4,0.7077077077077077,158,3862,1,1,5,0.0069374241550327976,2
1,4,0.7087087087087087,158,3894,1,1,4,0.00686248364229498,2
1,4,0.7097097097097097,158,3878,1,1,5,0.006912099430038638,2
1,4,0.7107107107107107,158,3900,1,1,5,0.006884190549432832,2
1,4,0.7117117117117117,158,3864,1,1,5,0.006941558804011438,2
1,4,0.7127127127127127,158,3900,1,1,5,0.006869719278007597,2
1,4,0.7137137137137137,158,3914,1,1,4,0.00683612525505616,2
1,4,0.7147147147147147,158,3846,1,1,5,0.006950344933091044,2
1,4,0.7157157157157157,158,3908,1,1,5,0.006855248006582363,2
1,4,0.7167167167167167,158,3908,1,1,5,0.006839743072912468,2
1,4,0.7177177177177178,158,3898,1,1,4,0.006867651953518278,2
1,4,0.7187187187187187,158,3938,1,1,5,0.0068051153877163725,2
1,4,0.7197197197197197,158,3882,1,1,5,0.0069141667545279594,2
1,4,0.7207207207207207,158,3916,1,1,5,0.00685628166882702,2
1,4,0.7217217217217217,158,3894,1,1,5,0.0068919430162677755,2
1,4,0.7227227227227228,158,3924,1,1,5,0.006851630188726053,2
1,4,0.7237237237237237,158,3928,1,1,5,0.006810800530062,2
1,4,0.7247247247247247,158,3944,1,1,5,0.006807699543328023,2
1,4,0.7257257257257257,158,3942,1,1,5,0.006805115387716374,2
1,4,0.7267267267267267,158,3892,1,1,5,0.00686351730453964,2
1,4,0.7277277277277278,158,3918,1,1,5,0.00686041631780566,2
1,4,0.7287287287287287,158,3974,1,1,4,0.00673741051069117,2
1,4,0.7297297297297297,158,3950,1,1,4,0.006767903546908629,2
1,4,0.7307307307307307,158,3934,1,1,5,0.006800463907615405,2
1,4,0.7317317317317317,158,3970,1,1,4,0.006735860017324178,2
1,4,0.7327327327327328,158,3974,1,1,4,0.00673586001732418,2
1,4,0.7337337337337337,158,3940,1,1,4,0.006803564894349381,2
1,4,0.7347347347347347,158,3936,1,1,5,0.006822687645875585,2
1,4,0.7357357357357357,158,3976,1,1,4,0.006739477835180488,2
1,4,0.7367367367367368,158,3960,1,1,5,0.006775139182621243,2
1,4,0.7377377377377378,158,3922,1,1,5,0.006829923281588203,2
1,4,0.7387387387387387,158,3952,1,1,5,0.006768420378030958,2
1,4,0.7397397397397397,158,3970,1,1,4,0.006747230302015437,2
1,4,0.7407407407407407,158,3938,1,1,5,0.00681183419230666,2
1,4,0.7417417417417418,158,3932,1,1,5,0.006819069828019277,2
1,4,0.7427427427427428,158,3944,1,1,4,0.006780824324966871,2
1,4,0.7437437437437437,158,3982,1,1,4,0.00671311944794167,2
1,4,0.7447447447447447,158,3992,1,1,5,0.006720871914776615,2
1,4,0.7457457457457457,158,3962,1,1,4,0.006780307493844542,2
1,4,0.7467467467467468,158,3950,1,1,4,0.006764285729052318,2
1,4,0.7477477477477478,158,3974,1,1,4,0.0067167372657979795,2
1,4,0.7487487487487487,158,3962,1,1,5,0.006768420378030958,2
1,4,0.7497497497497497,158,3980,1,1,4,0.006719321421409628,2
1,4,0.7507507507507507,158,3988,1,1,5,0.006718287759164968,2
1,4,0.7517517517517518,158,3978,1,1,4,0.006752915444361063,2
1,4,0.7527527527527528,158,3964,1,1,5,0.006762218404563,2
1,4,0.7537537537537538,158,3958,1,1,4,0.006769970871397948,2
1,4,0.7547547547547547,158,3970,1,1,5,0.006744646146403785,2
1,4,0.7557557557557557,158,3978,1,1,5,0.006731208537223212,2
1,4,0.7567567567567568,158,4006,1,1,4,0.006701232332128084,2
1,4,0.7577577577577578,158,3988,1,1,5,0.00671105212345235,2
1,4,0.7587587587587588,158,4000,1,1,4,0.006692963034170809,2
1,4,0.7597597597597597,158,3998,1,1,4,0.006674357113766936,2
1,4,0.7607607607607607,158,3976,1,1,5,0.006737410510691168,2
1,4,0.7617617617617618,158,3988,1,1,4,0.0066981313453941035,2
1,4,0.7627627627627628,158,4002,1,1,4,0.006696064020904789,2
1,4,0.7637637637637638,158,3956,1,1,5,0.006773071858131925,2
1,4,0.7647647647647647,158,4014,1,1,5,0.006664020491320338,2
1,4,0.7657657657657657,158,4038,1,1,5,0.006619056183677646,2
1,4,0.7667667667667668,158,4048,1,1,4,0.0066113037168427004,2
1,4,0.7677677677677678,158,4004,1,1,4,0.006671256127032956,2
1,4,0.7687687687687688,158,4006,1,1,4,0.006696064020904789,2
1,4,0.7697697697697697,158,4014,1,1,5,0.006691929371926147,2
1,4,0.7707707707707707,158,4000,1,1,4,0.006688311554069838,2
1,4,0.7717717717717718,158,4022,1,1,4,0.0066536838688737426,2
1,4,0.7727727727727728,158,4040,1,1,4,0.006620089845922307,2
1,4,0.7737737737737738,158,3996,1,1,4,0.00668676106070285,2
1,4,0.7747747747747747,158,4020,1,1,4,0.006666604646931988,2
1,4,0.7757757757757757,158,4044,1,1,4,0.006626291819390265,2
1,4,0.7767767767767768,158,4020,1,1,5,0.006660919504586358,2
1,4,0.7777777777777778,158,4014,1,1,4,0.0066681551402989776,2
1,4,0.7787787787787788,158,4028,1,1,5,0.006656268024485392,2
1,4,0.7797797797797797,158,4038,1,1,5,0.00663869576632618,2
1,4,0.7807807807807807,158,3998,1,1,4,0.006697097683149447,2
1,4,0.7817817817817818,158,4044,1,1,5,0.006628359143879583,2
1,4,0.7827827827827828,158,4030,1,1,5,0.006627842312757254,2
1,4,0.7837837837837838,158,4022,1,1,5,0.006653167037751412,2
1,4,0.7847847847847848,158,4064,1,1,5,0.00658804631633786,2
1,4,0.7857857857857857,158,4044,1,1,5,0.006621640339289295,2
1,4,0.7867867867867868,158,4058,1,1,5,0.006602000756640763,2
1,4,0.7877877877877878,158,4074,1,1,4,0.006560654266854381,2
1,4,0.7887887887887888,158,4026,1,1,4,0.0066355947795922,2
1,4,0.7897897897897898,158,4036,1,1,4,0.00663817893520385,2
1,4,0.7907907907907907,158,4040,1,1,4,0.006631976961735893,2
1,4,0.7917917917917918,158,4012,1,1,5,0.006680042256112562,2
1,4,0.7927927927927928,158,4052,1,1,4,0.006604584912252411,2
1,4,0.7937937937937938,158,4050,1,1,4,0.00661440470357668,2
1,4,0.7947947947947948,158,4046,1,1,4,0.006619056183677646,2
1,4,0.7957957957957957,158,4054,1,1,4,0.006595798783172808,2
1,4,0.7967967967967968,158,4072,1,1,5,0.006570990889300975,2
1,4,0.7977977977977978,158,4058,1,1,4,0.006598382938784455,2
1,4,0.7987987987987988,158,4052,1,1,5,0.006598899769906783,2
1,4,0.7997997997997998,158,4084,1,1,4,0.006549283982163125,2
1,4,0.8008008008008007,158,4064,1,1,4,0.006582878005114563,2
1,4,0.8018018018018018,158,4068,1,1,5,0.006570474058178647,2
1,4,0.8028028028028028,158,4048,1,1,4,0.006603034418885423,2
1,4,0.8038038038038038,158,4048,1,1,4,0.006603034418885425,2
1,4,0.8048048048048048,158,4052,1,1,4,0.006598382938784455,2
1,4,0.8058058058058059,158,4080,1,1,4,0.006552901800019434,2
1,4,0.8068068068068068,158,4084,1,1,4,0.006545666164306818,2
1,4,0.8078078078078078,158,4086,1,1,4,0.006537396866349541,2
1,4,0.8088088088088088,158,4068,1,1,4,0.006573058213790297,2
1,4,0.8098098098098098,158,4060,1,1,5,0.00658856314746019,2
1,4,0.8108108108108109,158,4082,1,1,4,0.00656633940920001,2
1,4,0.8118118118118118,158,4128,1,1,4,0.006473309807180648,2
1,4,0.8128128128128128,158,4054,1,1,5,0.006595798783172807,2
1,4,0.8138138138138138,158,4078,1,1,4,0.006546699826551477,2
1,4,0.8148148148148148,158,4078,1,1,4,0.006550834475530115,2
1,4,0.8158158158158159,158,4074,1,1,4,0.0065689235648116575,2
1,4,0.8168168168168168,158,4066,1,1,4,0.00658597899184854,2
1,4,0.8178178178178178,158,4092,1,1,4,0.0065435988398175,2
1,4,0.8188188188188188,158,4084,1,1,4,0.006562721591343702,2
1,4,0.8198198198198198,158,4136,1,1,4,0.006460905860244731,2
1,4,0.8208208208208209,158,4092,1,1,4,0.006546182995429146,2
1,4,0.8218218218218218,158,4078,1,1,4,0.006565305746955348,2
1,4,0.8228228228228228,158,4098,1,1,4,0.00651568995921169,2
1,4,0.8238238238238238,158,4114,1,1,5,0.006500701856664124,2
1,4,0.8248248248248248,158,4122,1,1,4,0.006482612767382582,2
1,4,0.8258258258258259,158,4078,1,1,4,0.006550317644407787,2
1,4,0.8268268268268268,158,4074,1,1,4,0.006570474058178649,2
1,4,0.8278278278278278,158,4086,1,1,4,0.006560654266854381,2
1,4,0.8288288288288288,158,4112,1,1,4,0.006496050376563157,2
1,4,0.8298298298298298,158,4114,1,1,4,0.006503286012275773,2
1,4,0.8308308308308309,158,4124,1,1,4,0.0064805454428932645,2
1,4,0.8318318318318318,158,4096,1,1,4,0.006528093906147603,2
1,4,0.8328328328328328,158,4128,1,1,4,0.006469175158202006,2
1,4,0.8338338338338338,158,4094,1,1,4,0.006535846372982551,2
1,4,0.8348348348348348,158,4102,1,1,4,0.006508971154621402,2
1,4,0.8358358358358359,158,4124,1,1,4,0.006477961287281614,2
1,4,0.8368368368368369,158,4114,1,1,4,0.006510004816866061,2
1,4,0.8378378378378378,158,4132,1,1,4,0.006467107833712688,2
1,4,0.8388388388388388,158,4130,1,1,4,0.006456254380143761,2
1,4,0.8398398398398398,158,4098,1,1,5,0.006524476088291295,2
1,4,0.8408408408408409,158,4134,1,1,4,0.006473309807180647,2
1,4,0.8418418418418419,158,4128,1,1,4,0.006473826638302975,2
1,4,0.8428428428428428,158,4096,1,1,4,0.006521375101557316,2
1,4,0.8438438438438438,158,4140,1,1,4,0.006456771211266092,2
1,4,0.8448448448448448,158,4108,1,1,5,0.006502769181153445,2
1,4,0.8458458458458459,158,4136,1,1,4,0.0064614226913670605,2
1,4,0.8468468468468469,158,4132,1,1,4,0.006469691989324336,2
1,4,0.8478478478478478,158,4120,1,1,4,0.006486230585238892,2
1,4,0.8488488488488488,158,4146,1,1,5,0.006450569237798135,2
1,4,0.8498498498498498,158,4142,1,1,4,0.006458321704633082,2
1,4,0.8508508508508509,158,4128,1,1,5,0.006473309807180645,2
1,4,0.8518518518518519,158,4122,1,1,4,0.006478994949526273,2
1,4,0.8528528528528528,158,4150,1,1,4,0.0064360979663729,2
1,4,0.8538538538538538,158,4122,1,1,4,0.006481062274015594,2
1,4,0.8548548548548548,158,4140,1,1,4,0.006457288042388422,2
1,4,0.8558558558558559,158,4128,1,1,4,0.006464523678101038,2
1,4,0.8568568568568569,158,4134,1,1,4,0.00646245635361172,2
1,4,0.8578578578578578,158,4164,1,1,4,0.006416458383724367,2
1,4,0.8588588588588588,158,4130,1,1,4,0.00646659100259036,2
1,4,0.8598598598598598,158,4126,1,1,4,0.006486230585238889,2
1,4,0.8608608608608609,158,4152,1,1,4,0.006426795006170965,2
1,4,0.8618618618618619,158,4172,1,1,4,0.006399919787809815,2
1,4,0.8628628628628628,158,4148,1,1,4,0.00643764845973989,2
1,4,0.8638638638638638,158,4136,1,1,4,0.00646452367810104,2
1,4,0.8648648648648649,158,4158,1,1,4,0.006414391059235048,2
1,4,0.8658658658658659,158,4146,1,1,4,0.006437131628617562,2
1,4,0.8668668668668669,158,4136,1,1,4,0.0064660741714680295,2
1,4,0.8678678678678678,158,4152,1,1,4,0.00643971578422921,2
1,4,0.8688688688688688,158,4138,1,1,4,0.006452636562287456,2
1,4,0.8698698698698699,158,4152,1,1,4,0.006441266277596198,2
1,4,0.8708708708708709,158,4172,1,1,4,0.0064009534500544755,2
1,4,0.8718718718718719,158,4146,1,1,4,0.006453670224532113,2
1,4,0.8728728728728729,158,4152,1,1,4,0.0064485019133088154,2
1,4,0.8738738738738738,158,4152,1,1,4,0.006431963317394261,2
1,4,0.8748748748748749,158,4148,1,1,5,0.006442816770963188,2
1,4,0.8758758758758759,158,4144,1,1,5,0.0064531533934097845,2
1,4,0.8768768768768769,158,4170,1,1,4,0.006402503943421465,2
1,4,0.8778778778778779,158,4160,1,1,4,0.006423694019436985,2
1,4,0.8788788788788788,158,4146,1,1,4,0.006441783108718529,2
1,4,0.8798798798798799,158,4162,1,1,4,0.006427828668415625,2
1,4,0.8808808808808809,158,4160,1,1,4,0.00641387422811272,2
1,4,0.8818818818818819,158,4164,1,1,4,0.0064205930327030074,2
1,4,0.8828828828828829,158,4170,1,1,4,0.006408705916889423,2
1,4,0.8838838838838838,158,4134,1,1,4,0.0064655573403457,2
1,4,0.8848848848848849,158,4162,1,1,4,0.0064174920459690275,2
1,4,0.8858858858858859,158,4180,1,1,4,0.00639009999648555,2
1,4,0.8868868868868869,158,4184,1,1,4,0.0063735614005709955,2
1,4,0.8878878878878879,158,4152,1,1,5,0.006446434588819496,2
1,4,0.8888888888888888,158,4172,1,1,4,0.006401987112299137,2
1,4,0.8898898898898899,158,4146,1,1,4,0.006447468251064157,2
1,4,0.8908908908908909,158,4180,1,1,4,0.00639061682760788,2
1,4,0.8918918918918919,158,4166,1,1,4,0.006417492045969029,2
1,4,0.8928928928928929,158,4150,1,1,4,0.00643971578422921,2
1,4,0.8938938938938938,158,4164,1,1,4,0.006415941552602039,2
1,4,0.8948948948948949,158,4182,1,1,4,0.006382347529650603,2
1,4,0.8958958958958959,158,4178,1,1,4,0.006395268307708848,2
1,4,0.8968968968968969,158,4166,1,1,4,0.0064190425393360175,2
1,4,0.8978978978978979,158,4188,1,1,4,0.006372527738326338,2
1,4,0.8988988988988988,158,4172,1,1,4,0.006404571267910784,2
1,4,0.8998998998998999,158,4176,1,1,4,0.006392167320974868,2
1,4,0.9009009009009009,158,4184,1,1,4,0.006377696049549635,2
1,4,0.9019019019019019,158,4190,1,1,4,0.006362707947002072,2
1,4,0.9029029029029029,158,4184,1,1,4,0.006378729711794293,2
1,4,0.9039039039039038,158,4174,1,1,4,0.006397852463320497,2
1,4,0.9049049049049049,158,4180,1,1,4,0.0063849316852622505,2
1,4,0.9059059059059059,158,4176,1,1,4,0.0063978524633204956,2
1,4,0.9069069069069069,158,4190,1,1,4,0.006373561400570997,2
1,4,0.9079079079079079,158,4186,1,1,4,0.006375111893937985,2
1,4,0.9089089089089089,158,4184,1,1,4,0.006383898023017592,2
1,4,0.9099099099099099,158,4200,1,1,4,0.006354955480167123,2
1,4,0.9109109109109109,158,4198,1,1,4,0.0063585732980234325,2
1,4,0.9119119119119119,158,4180,1,1,4,0.006394234645464188,2
1,4,0.9129129129129129,158,4184,1,1,4,0.006382347529650602,2
1,4,0.9139139139139139,158,4196,1,1,4,0.006359606960268092,2
1,4,0.914914914914915,158,4172,1,1,4,0.006396301969953507,2
1,4,0.9159159159159159,158,4196,1,1,4,0.006355989142411783,2
1,4,0.9169169169169169,158,4186,1,1,4,0.006382347529650603,2
1,4,0.9179179179179179,158,4202,1,1,4,0.006350304000066156,2
1,4,0.9189189189189189,158,4182,1,1,4,0.00639165048985254,2
1,4,0.91991991991992,158,4186,1,1,4,0.006379763374038954,2
1,4,0.9209209209209209,158,4192,1,1,4,0.006370460413837017,2
1,4,0.9219219219219219,158,4184,1,1,4,0.0063782128806719645,2
1,4,0.9229229229229229,158,4200,1,1,4,0.006356505973534113,2
1,4,0.9239239239239239,158,4190,1,1,4,0.006368393089347699,2
1,4,0.924924924924925,158,4208,1,1,4,0.006337383222007911,2
1,4,0.9259259259259259,158,4208,1,1,4,0.006343068364353538,2
1,4,0.9269269269269269,158,4196,1,1,4,0.006363741609246728,2
1,4,0.9279279279279279,158,4198,1,1,4,0.006347719844454507,2
1,4,0.9289289289289289,158,4200,1,1,4,0.006352371324555474,2
1,4,0.92992992992993,158,4204,1,1,4,0.006343585195475868,2
1,4,0.9309309309309309,158,4202,1,1,4,0.006351337662310813,2
1,4,0.9319319319319319,158,4198,1,1,4,0.006359606960268092,2
1,4,0.9329329329329329,158,4200,1,1,4,0.006353921817922464,2
1,4,0.933933933933934,158,4208,1,1,4,0.006343068364353538,2
1,4,0.934934934934935,158,4218,1,1,4,0.006322395119460346,2
1,4,0.9359359359359359,158,4200,1,1,4,0.006354955480167125,2
1,4,0.9369369369369369,158,4208,1,1,4,0.0063404842087418905,2
1,4,0.9379379379379379,158,4206,1,1,4,0.006344618857720528,2
1,4,0.938938938938939,158,4206,1,1,4,0.006347203013332177,2
1,4,0.93993993993994,158,4206,1,1,4,0.006348236675576835,2
1,4,0.9409409409409409,158,4200,1,1,4,0.006354955480167123,2
1,4,0.9419419419419419,158,4204,1,1,4,0.006350304000066156,2
1,4,0.9429429429429429,158,4202,1,1,4,0.006352371324555474,2
1,4,0.943943943943944,158,4210,1,1,4,0.006335832728640921,2
1,4,0.944944944944945,158,4214,1,1,4,0.006332731741906941,2
1,4,0.9459459459459459,158,4204,1,1,4,0.006341001039864219,2
1,4,0.9469469469469469,158,4216,1,1,4,0.006327563430683645,2
1,4,0.9479479479479479,158,4206,1,1,4,0.0063435851954758695,2
1,4,0.948948948948949,158,4212,1,1,4,0.006336866390885582,2
1,4,0.94994994994995,158,4218,1,1,4,0.006326529768438985,2
1,4,0.950950950950951,158,4206,1,1,4,0.006342034702108878,2
1,4,0.9519519519519519,158,4216,1,1,4,0.006324462443949666,2
1,4,0.9529529529529529,158,4218,1,1,4,0.0063244624439496655,2
1,4,0.953953953953954,158,4208,1,1,4,0.00633841688425257,2
1,4,0.954954954954955,158,4214,1,1,4,0.006329113924050633,2
1,4,0.955955955955956,158,4216,1,1,4,0.006328597092928303,2
1,4,0.9569569569569569,158,4212,1,1,4,0.006332731741906942,2
1,4,0.9579579579579579,158,4210,1,1,4,0.00633790005313024,2
1,4,0.958958958958959,158,4206,1,1,4,0.006346169351087515,2
1,4,0.95995995995996,158,4216,1,1,4,0.006325496106194327,2
1,4,0.960960960960961,158,4224,1,1,3,0.00631412582150307,2
1,4,0.9619619619619619,158,4222,1,1,4,0.006317226808237048,2
1,4,0.9629629629629629,158,4222,1,1,4,0.006317226808237048,2
1,4,0.963963963963964,158,4220,1,1,4,0.006322395119460347,2
1,4,0.964964964964965,158,4216,1,1,4,0.006325496106194325,2
1,4,0.965965965965966,158,4220,1,1,4,0.0063213614572156865,2
1,4,0.9669669669669669,158,4222,1,1,4,0.00631567631487006,2
1,4,0.9679679679679679,158,4216,1,1,4,0.006325496106194325,2
1,4,0.968968968968969,158,4214,1,1,4,0.006332731741906942,2
1,4,0.96996996996997,158,4220,1,1,4,0.0063182604704817074,2
1,4,0.970970970970971,158,4220,1,1,4,0.006322395119460347,2
1,4,0.9719719719719719,158,4216,1,1,4,0.006327563430683643,2
1,4,0.9729729729729729,158,4222,1,1,4,0.006318260470481708,2
1,4,0.973973973973974,158,4220,1,1,4,0.006319294132726368,2
1,4,0.974974974974975,158,4220,1,1,4,0.006320327794971028,2
1,4,0.975975975975976,158,4220,1,1,4,0.0063213614572156865,2
1,4,0.9769769769769769,158,4216,1,1,4,0.006325496106194326,2
1,4,0.9779779779779779,158,4220,1,1,4,0.006320327794971027,2
1,4,0.978978978978979,158,4222,1,1,4,0.006317226808237048,2
1,4,0.97997997997998,158,4222,1,1,4,0.006317226808237048,2
1,4,0.980980980980981,158,4222,1,1,4,0.0063161931459923895,2
1,4,0.9819819819819819,158,4222,1,1,4,0.006316193145992389,2
1,4,0.9829829829829829,158,4220,1,1,4,0.006320327794971028,2
1,4,0.983983983983984,158,4222,1,1,4,0.006318260470481708,2
1,4,0.984984984984985,158,4224,1,1,3,0.00631412582150307,2
1,4,0.985985985985986,158,4222,1,1,4,0.0063182604704817074,2
1,4,0.986986986986987,158,4222,1,1,4,0.006318260470481709,2
1,4,0.9879879879879879,158,4222,1,1,4,0.006315676314870058,2
1,4,0.988988988988989,158,4218,1,1,4,0.0063244624439496655,2
1,4,0.98998998998999,158,4224,1,1,3,0.00631412582150307,2
1,4,0.990990990990991,158,4222,1,1,4,0.006317226808237047,2
1,4,0.991991991991992,158,4224,1,1,3,0.00631412582150307,2
1,4,0.992992992992993,158,4222,1,1,4,0.006315676314870058,2
1,4,0.993993993993994,158,4224,1,1,3,0.00631412582150307,2
1,4,0.994994994994995,158,4224,1,1,3,0.00631412582150307,2
1,4,0.995995995995996,158,4222,1,1,4,0.006318260470481709,2
1,4,0.996996996996997,158,4224,1,1,3,0.00631412582150307,2
1,4,0.997997997997998,158,4224,1,1,3,0.00631412582150307,2
1,4,0.998998998998999,158,4224,1,1,3,0.00631412582150307,2
1,4,1.0,158,4224,1,1,3,0.00631412582150307,2
0,5,0.0,438,1128,1,1,10,0.0079867934311685,2
1,5,0.010101010101010102,438,1604,1,1,8,0.006992173895788258,2
1,5,0.020202020202020204,438,2020,1,1,6,0.0064533317765292034,2
1,5,0.030303030303030304,438,2460,1,1,6,0.0061158484673579675,2
1,5,0.04040404040404041,438,2990,1,1,6,0.005831089436000731,2
1,5,0.05050505050505051,438,3330,1,1,6,0.005705533758060943,2
1,5,0.06060606060606061,438,4004,1,1,6,0.005487327144653466,2
1,5,0.07070707070707072,438,4530,1,1,6,0.005382573590869382,2
1,5,0.08080808080808081,438,4826,1,1,6,0.0052903540358565345,2
1,5,0.09090909090909091,438,5258,1,1,5,0.005196768442736689,2
1,5,0.10101010101010102,438,5678,1,1,5,0.005067498099769098,2
1,5,0.11111111111111112,438,6072,1,1,5,0.005026540922139949,2
1,5,0.12121212121212122,438,6330,1,1,5,0.004979424590238896,2
1,5,0.13131313131313133,438,6900,1,1,5,0.004863646869275521,2
1,5,0.14141414141414144,438,7184,1,1,5,0.004770229035221446,2
1,5,0.15151515151515152,438,7600,1,1,5,0.004706456624647333,2
1,5,0.16161616161616163,438,8188,1,1,5,0.004592931668281467,2
1,5,0.17171717171717174,438,8506,1,1,5,0.004522376998334007,2
1,5,0.18181818181818182,438,8870,1,1,5,0.004485709659672456,2
1,5,0.19191919191919193,438,9254,1,1,5,0.004401854092367375,2
1,5,0.20202020202020204,438,9694,1,1,5,0.004319412494330941,2
1,5,0.21212121212121213,438,9892,1,1,5,0.004266568388612821,2
1,5,0.22222222222222224,438,10356,1,1,5,0.004163204838516562,2
1,5,0.23232323232323235,438,10682,1,1,5,0.004134206485718862,2
1,5,0.24242424242424243,438,11024,1,1,5,0.004064442679938614,2
1,5,0.25252525252525254,438,11280,1,1,5,0.004022766534884731,2
1,5,0.26262626262626265,438,11686,1,1,5,0.003967118456210139,2
1,5,0.27272727272727276,438,11968,1,1,5,0.003920241780117331,2
1,5,0.2828282828282829,438,12470,1,1,5,0.003828837054852518,2
1,5,0.29292929292929293,438,12872,1,1,5,0.0037581625570009356,2
1,5,0.30303030303030304,438,13096,1,1,5,0.0037242512601342054,2
1,5,0.31313131313131315,438,13326,1,1,5,0.003696139633827015,2
1,5,0.32323232323232326,438,13728,1,1,5,0.0036192820161227005,2
1,5,0.33333333333333337,438,14148,1,1,5,0.0035505726958987307,2
1,5,0.3434343434343435,438,14254,1,1,5,0.003542592157484159,2
1,5,0.3535353535353536,438,14840,1,1,5,0.0034586886590174284,2
1,5,0.36363636363636365,438,14872,1,1,5,0.0034475686295148402,2
1,5,0.37373737373737376,438,15232,1,1,5,0.003400140745063066,2
1,5,0.38383838383838387,438,15568,1,1,5,0.0033474164672490695,2
1,5,0.393939393939394,438,15908,1,1,5,0.0033048056645430287,2
1,5,0.4040404040404041,438,16050,1,1,5,0.0032814152576582734,2
1,5,0.4141414141414142,438,16484,1,1,5,0.0032196559558734226,2
1,5,0.42424242424242425,438,16590,1,1,5,0.0031930781267390023,2
1,5,0.43434343434343436,438,16814,1,1,5,0.003168872890106213,2
1,5,0.4444444444444445,438,17150,1,1,5,0.0031144470560536728,2
1,5,0.4545454545454546,438,17632,1,1,5,0.003064287095387901,2
1,5,0.4646464646464647,438,17672,1,1,5,0.0030442518698185817,2
1,5,0.4747474747474748,438,17982,1,1,5,0.0030133362705549193,2
