RAF,n,p,nodes,edges,SCC,WC,diameter,Bet_Centrality,coloring
1,2,0.44744744744744747,14,54,1,1,5,0.10164835164835163,3
1,2,0.44844844844844844,14,52,1,1,5,0.11446886446886446,2
1,2,0.4494494494494494,14,62,1,1,5,0.0934065934065934,2
1,2,0.45045045045045046,14,60,1,1,5,0.09890109890109888,3
1,2,0.45145145145145144,14,60,1,1,5,0.09157509157509158,2
1,2,0.45245245245245247,14,50,1,1,5,0.1172161172161172,3
1,2,0.45345345345345345,14,56,1,1,5,0.1053113553113553,3
1,2,0.4544544544544544,14,52,1,1,5,0.1117216117216117,3
1,2,0.45545545545545546,14,62,1,1,5,0.09523809523809522,2
1,2,0.45645645645645644,14,60,1,1,5,0.09523809523809523,3
1,2,0.4574574574574575,14,56,1,1,5,0.1153846153846154,3
1,2,0.45845845845845845,14,54,1,1,5,0.10622710622710622,3
1,2,0.45945945945945943,14,54,1,1,5,0.1062271062271062,3
1,2,0.46046046046046046,14,58,1,1,5,0.0998168498168498,3
1,2,0.46146146146146144,14,52,1,1,5,0.1117216117216117,3
1,2,0.4624624624624625,14,64,1,1,5,0.09157509157509157,3
1,2,0.46346346346346345,14,58,1,1,5,0.10256410256410253,3
1,2,0.46446446446446443,14,58,1,1,5,0.09523809523809525,2
1,2,0.46546546546546547,14,52,1,1,5,0.11904761904761904,3
1,2,0.46646646646646645,14,58,1,1,5,0.10622710622710621,3
1,2,0.4674674674674675,14,60,1,1,5,0.09798534798534798,2
1,2,0.46846846846846846,14,50,1,1,5,0.10989010989010986,3
1,2,0.4694694694694695,14,54,1,1,6,0.11446886446886448,2
1,2,0.47047047047047047,14,60,1,1,5,0.0943223443223443,2
1,2,0.47147147147147145,14,54,1,1,5,0.11172161172161173,3
1,2,0.4724724724724725,14,60,1,1,5,0.09615384615384613,2
0,2,0.47347347347347346,14,46,1,1,6,0.12637362637362634,3
1,2,0.4744744744744745,14,48,1,1,5,0.1263736263736264,3
1,2,0.4754754754754755,14,52,1,1,5,0.1163003663003663,3
1,2,0.47647647647647645,14,58,1,1,5,0.10347985347985345,2
1,2,0.4774774774774775,14,62,1,1,5,0.09706959706959707,3
1,2,0.47847847847847846,14,52,1,1,5,0.10989010989010987,3
1,2,0.4794794794794795,14,54,1,1,6,0.1163003663003663,3
1,2,0.4804804804804805,14,48,1,1,6,0.13278388278388276,3
1,2,0.48148148148148145,14,56,1,1,5,0.10073260073260072,3
1,2,0.4824824824824825,14,54,1,1,5,0.11080586080586079,3
1,2,0.48348348348348347,14,52,1,1,6,0.11996336996336998,3
1,2,0.4844844844844845,14,56,1,1,5,0.1053113553113553,3
1,2,0.4854854854854855,14,50,1,1,5,0.11721611721611723,2
1,2,0.48648648648648646,14,52,1,1,5,0.10073260073260071,2
1,2,0.4874874874874875,14,58,1,1,5,0.10073260073260072,3
1,2,0.48848848848848847,14,58,1,1,5,0.10439560439560439,3
1,2,0.4894894894894895,14,50,1,1,6,0.12454212454212453,3
1,2,0.4904904904904905,14,52,1,1,5,0.11355311355311352,3
1,2,0.49149149149149146,14,62,1,1,5,0.09523809523809522,3
1,2,0.4924924924924925,14,52,1,1,6,0.11080586080586077,3
1,2,0.4934934934934935,14,58,1,1,5,0.10439560439560439,3
1,2,0.4944944944944945,14,66,1,1,3,0.07692307692307694,2
1,2,0.4954954954954955,14,56,1,1,5,0.10897435897435899,3
1,2,0.4964964964964965,14,56,1,1,5,0.10989010989010987,2
1,2,0.4974974974974975,14,54,1,1,6,0.1282051282051282,3
1,2,0.4984984984984985,14,58,1,1,5,0.09615384615384613,3
1,2,0.4994994994994995,14,54,1,1,5,0.10989010989010987,3
1,2,0.5005005005005005,14,54,1,1,7,0.1117216117216117,3
1,2,0.5015015015015015,14,54,1,1,5,0.09890109890109891,3
1,2,0.5025025025025025,14,60,1,1,5,0.09523809523809523,2
1,2,0.5035035035035035,14,62,1,1,5,0.0924908424908425,3
1,2,0.5045045045045045,14,54,1,1,5,0.10805860805860804,3
1,2,0.5055055055055055,14,60,1,1,5,0.09615384615384613,3
1,2,0.5065065065065065,14,52,1,1,5,0.11630036630036629,3
1,2,0.5075075075075075,14,54,1,1,5,0.11080586080586077,3
1,2,0.5085085085085085,14,50,1,1,6,0.12087912087912088,3
1,2,0.5095095095095095,14,54,1,1,5,0.11263736263736261,3
1,2,0.5105105105105106,14,58,1,1,5,0.10805860805860805,3
1,2,0.5115115115115115,14,56,1,1,5,0.10256410256410256,2
1,2,0.5125125125125125,14,60,1,1,5,0.09157509157509158,2
1,2,0.5135135135135135,14,62,1,1,5,0.09798534798534796,3
1,2,0.5145145145145145,14,60,1,1,5,0.09432234432234429,2
1,2,0.5155155155155156,14,62,1,1,5,0.09706959706959707,3
1,2,0.5165165165165165,14,58,1,1,5,0.09249084249084247,2
1,2,0.5175175175175175,14,56,1,1,5,0.11538461538461539,3
1,2,0.5185185185185185,14,56,1,1,5,0.1025641025641026,2
1,2,0.5195195195195195,14,60,1,1,5,0.0934065934065934,2
1,2,0.5205205205205206,14,56,1,1,5,0.1053113553113553,3
1,2,0.5215215215215215,14,60,1,1,5,0.09340659340659341,3
1,2,0.5225225225225225,14,56,1,1,5,0.10439560439560439,3
1,2,0.5235235235235235,14,56,1,1,5,0.09798534798534797,3
1,2,0.5245245245245245,14,58,1,1,7,0.11813186813186811,3
1,2,0.5255255255255256,14,60,1,1,5,0.09890109890109888,2
1,2,0.5265265265265265,14,52,1,1,5,0.12087912087912087,3
1,2,0.5275275275275275,14,50,1,1,5,0.11904761904761904,3
1,2,0.5285285285285285,14,64,1,1,5,0.08974358974358974,3
1,2,0.5295295295295295,14,62,1,1,5,0.08974358974358974,2
1,2,0.5305305305305306,14,60,1,1,5,0.09798534798534797,2
1,2,0.5315315315315315,14,54,1,1,5,0.10897435897435895,2
1,2,0.5325325325325325,14,48,1,1,6,0.13095238095238096,3
1,2,0.5335335335335335,14,60,1,1,5,0.0943223443223443,3
1,2,0.5345345345345345,14,62,1,1,5,0.10164835164835163,3
1,2,0.5355355355355356,14,60,1,1,5,0.09432234432234432,2
1,2,0.5365365365365365,14,60,1,1,5,0.0989010989010989,3
1,2,0.5375375375375375,14,54,1,1,6,0.11446886446886446,3
1,2,0.5385385385385385,14,56,1,1,5,0.10347985347985347,3
1,2,0.5395395395395395,14,54,1,1,5,0.10805860805860805,3
1,2,0.5405405405405406,14,56,1,1,5,0.11355311355311352,3
1,2,0.5415415415415415,14,62,1,1,5,0.09432234432234432,2
1,2,0.5425425425425425,14,54,1,1,5,0.12087912087912087,3
1,2,0.5435435435435435,14,58,1,1,6,0.10347985347985346,2
1,2,0.5445445445445445,14,62,1,1,5,0.08974358974358973,2
1,2,0.5455455455455456,14,64,1,1,5,0.08882783882783882,2
1,2,0.5465465465465466,14,58,1,1,5,0.10897435897435896,3
1,2,0.5475475475475475,14,68,1,1,5,0.08058608058608056,3
1,2,0.5485485485485485,14,62,1,1,5,0.08974358974358974,3
1,2,0.5495495495495496,14,64,1,1,5,0.08882783882783882,2
1,2,0.5505505505505506,14,60,1,1,5,0.0998168498168498,2
1,2,0.5515515515515516,14,62,1,1,5,0.08791208791208792,3
1,2,0.5525525525525525,14,60,1,1,5,0.10439560439560439,3
1,2,0.5535535535535535,14,56,1,1,5,0.10531135531135528,3
1,2,0.5545545545545546,14,60,1,1,5,0.10714285714285712,3
1,2,0.5555555555555556,14,56,1,1,5,0.11355311355311355,3
1,2,0.5565565565565566,14,58,1,1,5,0.10256410256410255,3
1,2,0.5575575575575575,14,66,1,1,5,0.08333333333333333,2
1,2,0.5585585585585585,14,64,1,1,5,0.08699633699633699,3
1,2,0.5595595595595596,14,60,1,1,5,0.09615384615384615,3
1,2,0.5605605605605606,14,62,1,1,5,0.0989010989010989,3
1,2,0.5615615615615616,14,62,1,1,5,0.09249084249084248,2
1,2,0.5625625625625625,14,56,1,1,5,0.09890109890109887,2
1,2,0.5635635635635635,14,60,1,1,5,0.0998168498168498,3
1,2,0.5645645645645646,14,68,1,1,5,0.0815018315018315,2
1,2,0.5655655655655656,14,58,1,1,5,0.10164835164835163,2
1,2,0.5665665665665666,14,52,1,1,5,0.1172161172161172,3
1,2,0.5675675675675675,14,62,1,1,5,0.09249084249084248,3
1,2,0.5685685685685685,14,64,1,1,5,0.09157509157509156,3
1,2,0.5695695695695696,14,58,1,1,5,0.10347985347985346,3
1,2,0.5705705705705706,14,60,1,1,5,0.09065934065934066,3
1,2,0.5715715715715716,14,60,1,1,5,0.0943223443223443,3
1,2,0.5725725725725725,14,58,1,1,5,0.1053113553113553,3
1,2,0.5735735735735735,14,56,1,1,5,0.0989010989010989,3
1,2,0.5745745745745746,14,68,1,1,5,0.08058608058608059,3
1,2,0.5755755755755756,14,62,1,1,5,0.10164835164835163,3
1,2,0.5765765765765766,14,66,1,1,5,0.08608058608058607,3
1,2,0.5775775775775776,14,54,1,1,5,0.11080586080586077,2
1,2,0.5785785785785785,14,58,1,1,5,0.10073260073260071,2
1,2,0.5795795795795796,14,62,1,1,5,0.09065934065934063,3
1,2,0.5805805805805806,14,60,1,1,5,0.09340659340659341,3
1,2,0.5815815815815816,14,56,1,1,5,0.10714285714285714,2
1,2,0.5825825825825826,14,62,1,1,5,0.08516483516483517,2
1,2,0.5835835835835835,14,58,1,1,5,0.09157509157509156,2
1,2,0.5845845845845846,14,56,1,1,5,0.10073260073260074,2
1,2,0.5855855855855856,14,62,1,1,5,0.09706959706959707,3
1,2,0.5865865865865866,14,62,1,1,5,0.10164835164835165,2
1,2,0.5875875875875876,14,58,1,1,5,0.09798534798534798,3
1,2,0.5885885885885885,14,64,1,1,5,0.09249084249084248,3
1,2,0.5895895895895896,14,68,1,1,5,0.08516483516483515,3
1,2,0.5905905905905906,14,60,1,1,5,0.0989010989010989,3
1,2,0.5915915915915916,14,52,1,1,5,0.11813186813186813,3
1,2,0.5925925925925926,14,58,1,1,5,0.0998168498168498,2
1,2,0.5935935935935935,14,62,1,1,5,0.09706959706959707,3
1,2,0.5945945945945946,14,60,1,1,5,0.09890109890109887,3
1,2,0.5955955955955956,14,56,1,1,5,0.1053113553113553,3
1,2,0.5965965965965966,14,64,1,1,5,0.08974358974358973,2
1,2,0.5975975975975976,14,56,1,1,5,0.10347985347985347,2
1,2,0.5985985985985985,14,62,1,1,5,0.0888278388278388,2
1,2,0.5995995995995996,14,66,1,1,5,0.08608058608058608,3
1,2,0.6006006006006006,14,60,1,1,5,0.10073260073260072,3
1,2,0.6016016016016016,14,64,1,1,5,0.08699633699633698,2
1,2,0.6026026026026026,14,60,1,1,5,0.10439560439560439,3
1,2,0.6036036036036035,14,60,1,1,5,0.10347985347985346,3
1,2,0.6046046046046046,14,62,1,1,5,0.0943223443223443,3
1,2,0.6056056056056056,14,62,1,1,5,0.09065934065934066,2
1,2,0.6066066066066066,14,66,1,1,5,0.08333333333333333,2
1,2,0.6076076076076076,14,62,1,1,5,0.09065934065934066,3
1,2,0.6086086086086087,14,60,1,1,5,0.10256410256410255,3
1,2,0.6096096096096096,14,58,1,1,5,0.10622710622710621,3
1,2,0.6106106106106106,14,66,1,1,5,0.08241758241758243,2
1,2,0.6116116116116116,14,64,1,1,5,0.09340659340659341,3
1,2,0.6126126126126126,14,62,1,1,5,0.09432234432234432,3
1,2,0.6136136136136137,14,62,1,1,5,0.08974358974358974,3
1,2,0.6146146146146146,14,60,1,1,5,0.09249084249084248,2
1,2,0.6156156156156156,14,60,1,1,5,0.09798534798534798,2
1,2,0.6166166166166166,14,60,1,1,5,0.0943223443223443,3
1,2,0.6176176176176176,14,60,1,1,5,0.09615384615384613,2
1,2,0.6186186186186187,14,60,1,1,5,0.09615384615384613,3
1,2,0.6196196196196196,14,60,1,1,5,0.09798534798534796,3
1,2,0.6206206206206206,14,58,1,1,5,0.10897435897435895,3
1,2,0.6216216216216216,14,68,1,1,5,0.08058608058608059,3
1,2,0.6226226226226226,14,54,1,1,5,0.11721611721611723,3
1,2,0.6236236236236237,14,62,1,1,5,0.09706959706959706,3
1,2,0.6246246246246246,14,68,1,1,5,0.08058608058608059,3
1,2,0.6256256256256256,14,60,1,1,5,0.09890109890109888,3
1,2,0.6266266266266266,14,50,1,1,5,0.11904761904761905,2
1,2,0.6276276276276276,14,58,1,1,5,0.10531135531135527,3
1,2,0.6286286286286287,14,60,1,1,5,0.09432234432234433,3
1,2,0.6296296296296297,14,66,1,1,5,0.08699633699633699,3
1,2,0.6306306306306306,14,64,1,1,5,0.08241758241758243,2
1,2,0.6316316316316316,14,64,1,1,5,0.09157509157509156,3
1,2,0.6326326326326326,14,62,1,1,5,0.0943223443223443,2
1,2,0.6336336336336337,14,64,1,1,5,0.09615384615384615,3
1,2,0.6346346346346347,14,66,1,1,5,0.08608058608058608,3
1,2,0.6356356356356356,14,64,1,1,5,0.08699633699633699,3
1,2,0.6366366366366366,14,66,1,1,5,0.08699633699633698,3
1,2,0.6376376376376376,14,58,1,1,5,0.1053113553113553,3
1,2,0.6386386386386387,14,62,1,1,5,0.09249084249084247,3
1,2,0.6396396396396397,14,58,1,1,5,0.10347985347985349,3
1,2,0.6406406406406406,14,64,1,1,5,0.08699633699633699,3
1,2,0.6416416416416416,14,64,1,1,5,0.0888278388278388,2
1,2,0.6426426426426426,14,66,1,1,5,0.09065934065934067,2
1,2,0.6436436436436437,14,68,1,1,5,0.08516483516483515,3
1,2,0.6446446446446447,14,60,1,1,5,0.10347985347985347,3
1,2,0.6456456456456456,14,70,1,1,5,0.07967032967032965,3
1,2,0.6466466466466466,14,60,1,1,6,0.10622710622710621,3
1,2,0.6476476476476476,14,64,1,1,5,0.08516483516483515,2
1,2,0.6486486486486487,14,64,1,1,5,0.08791208791208789,2
1,2,0.6496496496496497,14,66,1,1,5,0.09065934065934066,3
1,2,0.6506506506506506,14,68,1,1,5,0.08058608058608056,3
1,2,0.6516516516516516,14,68,1,1,5,0.08058608058608059,2
1,2,0.6526526526526526,14,64,1,1,5,0.09615384615384615,3
1,2,0.6536536536536537,14,60,1,1,5,0.08882783882783883,2
1,2,0.6546546546546547,14,66,1,1,5,0.09065934065934064,3
1,2,0.6556556556556556,14,54,1,1,5,0.10989010989010987,2
1,2,0.6566566566566566,14,60,1,1,5,0.09798534798534797,3
1,2,0.6576576576576576,14,60,1,1,5,0.09981684981684982,2
1,2,0.6586586586586587,14,66,1,1,5,0.08608058608058607,3
1,2,0.6596596596596597,14,66,1,1,3,0.07692307692307691,2
1,2,0.6606606606606606,14,62,1,1,5,0.10164835164835165,3
1,2,0.6616616616616616,14,60,1,1,5,0.09615384615384615,3
1,2,0.6626626626626626,14,62,1,1,5,0.09798534798534797,3
1,2,0.6636636636636637,14,58,1,1,5,0.0989010989010989,3
1,2,0.6646646646646647,14,66,1,1,5,0.09065934065934066,3
1,2,0.6656656656656657,14,60,1,1,5,0.09798534798534798,3
1,2,0.6666666666666666,14,62,1,1,5,0.09249084249084247,3
1,2,0.6676676676676676,14,64,1,1,5,0.08699633699633699,3
1,2,0.6686686686686687,14,64,1,1,5,0.0879120879120879,3
1,2,0.6696696696696697,14,62,1,1,5,0.0934065934065934,3
1,2,0.6706706706706707,14,64,1,1,5,0.08699633699633699,3
1,2,0.6716716716716716,14,70,1,1,5,0.07967032967032965,3
1,2,0.6726726726726726,14,58,1,1,5,0.10073260073260072,2
1,2,0.6736736736736737,14,62,1,1,5,0.09065934065934066,3
1,2,0.6746746746746747,14,70,1,1,5,0.07967032967032965,3
1,2,0.6756756756756757,14,62,1,1,5,0.0924908424908425,3
1,2,0.6766766766766766,14,68,1,1,5,0.08516483516483515,3
1,2,0.6776776776776777,14,66,1,1,5,0.08150183150183148,2
1,2,0.6786786786786787,14,62,1,1,5,0.09249084249084248,3
1,2,0.6796796796796797,14,62,1,1,5,0.09340659340659341,3
1,2,0.6806806806806807,14,68,1,1,4,0.07783882783882785,2
1,2,0.6816816816816816,14,66,1,1,5,0.08150183150183148,3
1,2,0.6826826826826827,14,68,1,1,5,0.08058608058608059,3
1,2,0.6836836836836837,14,58,1,1,6,0.10256410256410257,3
1,2,0.6846846846846847,14,64,1,1,5,0.09615384615384615,3
1,2,0.6856856856856857,14,64,1,1,5,0.08241758241758242,3
1,2,0.6866866866866866,14,70,1,1,3,0.07509157509157506,2
1,2,0.6876876876876877,14,62,1,1,5,0.09523809523809522,3
1,2,0.6886886886886887,14,62,1,1,5,0.0924908424908425,3
1,2,0.6896896896896897,14,66,1,1,5,0.08150183150183152,3
1,2,0.6906906906906907,14,64,1,1,5,0.08791208791208792,2
1,2,0.6916916916916916,14,64,1,1,5,0.08791208791208789,2
1,2,0.6926926926926927,14,68,1,1,5,0.08058608058608059,2
1,2,0.6936936936936937,14,62,1,1,5,0.09249084249084248,3
1,2,0.6946946946946947,14,70,1,1,5,0.07967032967032965,3
1,2,0.6956956956956957,14,68,1,1,5,0.08516483516483515,3
1,2,0.6966966966966966,14,68,1,1,5,0.0815018315018315,2
1,2,0.6976976976976977,14,66,1,1,5,0.08608058608058607,3
1,2,0.6986986986986987,14,62,1,1,5,0.09340659340659338,3
1,2,0.6996996996996997,14,58,1,1,5,0.10347985347985346,3
1,2,0.7007007007007007,14,66,1,1,4,0.07967032967032968,2
1,2,0.7017017017017017,14,66,1,1,5,0.08608058608058607,3
1,2,0.7027027027027027,14,62,1,1,5,0.09798534798534797,3
1,2,0.7037037037037037,14,62,1,1,5,0.08791208791208792,3
1,2,0.7047047047047047,14,68,1,1,5,0.08058608058608056,3
1,2,0.7057057057057057,14,62,1,1,5,0.09340659340659342,3
1,2,0.7067067067067067,14,66,1,1,5,0.08608058608058607,3
1,2,0.7077077077077077,14,64,1,1,5,0.08699633699633699,3
1,2,0.7087087087087087,14,66,1,1,5,0.08608058608058607,2
1,2,0.7097097097097097,14,70,1,1,5,0.07967032967032968,3
1,2,0.7107107107107107,14,64,1,1,5,0.08791208791208792,3
1,2,0.7117117117117117,14,58,1,1,5,0.09981684981684978,3
1,2,0.7127127127127127,14,66,1,1,4,0.07783882783882783,2
1,2,0.7137137137137137,14,70,1,1,5,0.07967032967032968,3
1,2,0.7147147147147147,14,66,1,1,5,0.08608058608058608,3
1,2,0.7157157157157157,14,68,1,1,3,0.076007326007326,2
1,2,0.7167167167167167,14,66,1,1,4,0.07967032967032968,2
1,2,0.7177177177177178,14,66,1,1,5,0.0815018315018315,3
1,2,0.7187187187187187,14,70,1,1,5,0.07967032967032965,2
1,2,0.7197197197197197,14,66,1,1,5,0.09065934065934066,3
1,2,0.7207207207207207,14,66,1,1,5,0.08241758241758242,3
1,2,0.7217217217217217,14,66,1,1,5,0.08608058608058607,3
1,2,0.7227227227227228,14,68,1,1,5,0.08058608058608056,3
1,2,0.7237237237237237,14,68,1,1,5,0.08516483516483515,3
1,2,0.7247247247247247,14,62,1,1,5,0.09706959706959706,3
1,2,0.7257257257257257,14,68,1,1,5,0.08058608058608059,3
1,2,0.7267267267267267,14,62,1,1,5,0.08882783882783882,2
1,2,0.7277277277277278,14,66,1,1,5,0.08699633699633698,2
1,2,0.7287287287287287,14,72,1,1,3,0.07417582417582416,2
1,2,0.7297297297297297,14,66,1,1,5,0.08608058608058608,3
1,2,0.7307307307307307,14,68,1,1,3,0.07600732600732599,2
1,2,0.7317317317317317,14,70,1,1,3,0.07509157509157509,2
1,2,0.7327327327327328,14,66,1,1,5,0.0815018315018315,3
1,2,0.7337337337337337,14,68,1,1,5,0.08058608058608059,3
1,2,0.7347347347347347,14,70,1,1,3,0.07509157509157506,2
1,2,0.7357357357357357,14,68,1,1,4,0.07692307692307691,2
1,2,0.7367367367367368,14,64,1,1,5,0.08699633699633698,3
1,2,0.7377377377377378,14,64,1,1,5,0.0879120879120879,2
1,2,0.7387387387387387,14,68,1,1,5,0.08150183150183148,3
1,2,0.7397397397397397,14,72,1,1,3,0.07417582417582416,2
1,2,0.7407407407407407,14,68,1,1,5,0.08058608058608059,3
1,2,0.7417417417417418,14,70,1,1,5,0.07967032967032965,3
1,2,0.7427427427427428,14,68,1,1,5,0.0805860805860806,3
1,2,0.7437437437437437,14,66,1,1,5,0.08241758241758242,3
1,2,0.7447447447447447,14,60,1,1,5,0.0998168498168498,3
1,2,0.7457457457457457,14,68,1,1,5,0.08058608058608059,2
1,2,0.7467467467467468,14,66,1,1,5,0.08699633699633698,3
1,2,0.7477477477477478,14,70,1,1,5,0.07967032967032965,2
1,2,0.7487487487487487,14,68,1,1,5,0.08516483516483513,3
1,2,0.7497497497497497,14,64,1,1,5,0.09615384615384613,3
1,2,0.7507507507507507,14,70,1,1,5,0.07967032967032965,3
1,2,0.7517517517517518,14,70,1,1,5,0.07967032967032968,3
1,2,0.7527527527527528,14,70,1,1,5,0.07967032967032968,3
1,2,0.7537537537537538,14,66,1,1,5,0.08608058608058607,3
1,2,0.7547547547547547,14,72,1,1,3,0.07417582417582416,2
1,2,0.7557557557557557,14,60,1,1,5,0.0989010989010989,2
1,2,0.7567567567567568,14,64,1,1,5,0.08424908424908426,2
1,2,0.7577577577577578,14,68,1,1,5,0.08058608058608056,2
1,2,0.7587587587587588,14,66,1,1,5,0.08608058608058607,2
1,2,0.7597597597597597,14,64,1,1,5,0.0934065934065934,3
1,2,0.7607607607607607,14,72,1,1,3,0.07417582417582416,2
1,2,0.7617617617617618,14,66,1,1,5,0.08608058608058607,2
1,2,0.7627627627627628,14,64,1,1,5,0.086996336996337,2
1,2,0.7637637637637638,14,68,1,1,5,0.08058608058608059,3
1,2,0.7647647647647647,14,66,1,1,5,0.08608058608058607,3
1,2,0.7657657657657657,14,68,1,1,5,0.08150183150183148,3
1,2,0.7667667667667668,14,70,1,1,5,0.07967032967032968,3
1,2,0.7677677677677678,14,66,1,1,5,0.0815018315018315,2
1,2,0.7687687687687688,14,66,1,1,5,0.08608058608058608,3
1,2,0.7697697697697697,14,70,1,1,3,0.07509157509157509,2
1,2,0.7707707707707707,14,66,1,1,5,0.09065934065934064,3
1,2,0.7717717717717718,14,68,1,1,5,0.08516483516483515,3
1,2,0.7727727727727728,14,70,1,1,3,0.07509157509157506,2
1,2,0.7737737737737738,14,70,1,1,3,0.07509157509157509,2
1,2,0.7747747747747747,14,64,1,1,5,0.0879120879120879,3
1,2,0.7757757757757757,14,66,1,1,5,0.08608058608058608,3
1,2,0.7767767767767768,14,68,1,1,3,0.07600732600732599,2
1,2,0.7777777777777778,14,70,1,1,3,0.07509157509157506,2
1,2,0.7787787787787788,14,60,1,1,5,0.09432234432234432,3
1,2,0.7797797797797797,14,68,1,1,5,0.08058608058608059,3
1,2,0.7807807807807807,14,70,1,1,5,0.07967032967032965,3
1,2,0.7817817817817818,14,64,1,1,5,0.09615384615384615,3
1,2,0.7827827827827828,14,68,1,1,5,0.08058608058608059,3
1,2,0.7837837837837838,14,66,1,1,5,0.08608058608058607,3
1,2,0.7847847847847848,14,68,1,1,5,0.0815018315018315,2
1,2,0.7857857857857857,14,66,1,1,5,0.08608058608058608,3
1,2,0.7867867867867868,14,66,1,1,5,0.08608058608058608,3
1,2,0.7877877877877878,14,70,1,1,4,0.07600732600732599,2
1,2,0.7887887887887888,14,68,1,1,5,0.08058608058608059,3
1,2,0.7897897897897898,14,68,1,1,5,0.08058608058608059,2
1,2,0.7907907907907907,14,70,1,1,5,0.07967032967032968,3
1,2,0.7917917917917918,14,70,1,1,4,0.07600732600732599,2
1,2,0.7927927927927928,14,68,1,1,5,0.08058608058608059,2
1,2,0.7937937937937938,14,66,1,1,5,0.0815018315018315,2
1,2,0.7947947947947948,14,68,1,1,5,0.0815018315018315,3
1,2,0.7957957957957957,14,64,1,1,5,0.0879120879120879,3
1,2,0.7967967967967968,14,64,1,1,5,0.08241758241758242,2
1,2,0.7977977977977978,14,68,1,1,5,0.08516483516483515,3
1,2,0.7987987987987988,14,68,1,1,5,0.08058608058608059,2
1,2,0.7997997997997998,14,70,1,1,3,0.07509157509157509,2
1,2,0.8008008008008007,14,68,1,1,5,0.08516483516483517,3
1,2,0.8018018018018018,14,68,1,1,5,0.08058608058608059,2
1,2,0.8028028028028028,14,66,1,1,5,0.08241758241758242,2
1,2,0.8038038038038038,14,72,1,1,3,0.07417582417582416,2
1,2,0.8048048048048048,14,68,1,1,5,0.08516483516483515,3
1,2,0.8058058058058059,14,70,1,1,3,0.07509157509157509,2
1,2,0.8068068068068068,14,70,1,1,5,0.07967032967032968,3
1,2,0.8078078078078078,14,72,1,1,3,0.07417582417582416,2
1,2,0.8088088088088088,14,70,1,1,5,0.07967032967032965,3
1,2,0.8098098098098098,14,66,1,1,5,0.09065934065934064,3
1,2,0.8108108108108109,14,62,1,1,5,0.09249084249084248,2
1,2,0.8118118118118118,14,66,1,1,5,0.08608058608058608,3
1,2,0.8128128128128128,14,70,1,1,3,0.07509157509157506,2
1,2,0.8138138138138138,14,68,1,1,5,0.0805860805860806,2
1,2,0.8148148148148148,14,68,1,1,5,0.08516483516483515,3
1,2,0.8158158158158159,14,70,1,1,5,0.07967032967032968,3
1,2,0.8168168168168168,14,66,1,1,5,0.08608058608058608,3
1,2,0.8178178178178178,14,62,1,1,5,0.08882783882783883,3
1,2,0.8188188188188188,14,72,1,1,3,0.07417582417582416,2
1,2,0.8198198198198198,14,70,1,1,5,0.07967032967032965,3
1,2,0.8208208208208209,14,70,1,1,5,0.07967032967032965,2
1,2,0.8218218218218218,14,70,1,1,5,0.07967032967032968,3
1,2,0.8228228228228228,14,72,1,1,3,0.07417582417582416,2
1,2,0.8238238238238238,14,66,1,1,5,0.08241758241758242,2
1,2,0.8248248248248248,14,72,1,1,3,0.07417582417582416,2
1,2,0.8258258258258259,14,68,1,1,5,0.08516483516483515,3
1,2,0.8268268268268268,14,68,1,1,4,0.07692307692307691,2
1,2,0.8278278278278278,14,70,1,1,5,0.07967032967032965,2
1,2,0.8288288288288288,14,72,1,1,3,0.07417582417582416,2
1,2,0.8298298298298298,14,66,1,1,5,0.09065934065934066,3
1,2,0.8308308308308309,14,70,1,1,3,0.07509157509157509,2
1,2,0.8318318318318318,14,66,1,1,5,0.08608058608058608,3
1,2,0.8328328328328328,14,60,1,1,5,0.10256410256410255,2
1,2,0.8338338338338338,14,70,1,1,5,0.07967032967032965,3
1,2,0.8348348348348348,14,68,1,1,5,0.08058608058608059,3
1,2,0.8358358358358359,14,70,1,1,3,0.07509157509157506,2
1,2,0.8368368368368369,14,70,1,1,5,0.07967032967032968,3
1,2,0.8378378378378378,14,68,1,1,5,0.08058608058608059,3
1,2,0.8388388388388388,14,70,1,1,5,0.07967032967032965,2
1,2,0.8398398398398398,14,68,1,1,5,0.08058608058608059,2
1,2,0.8408408408408409,14,72,1,1,3,0.07417582417582416,2
1,2,0.8418418418418419,14,70,1,1,3,0.07509157509157506,2
1,2,0.8428428428428428,14,68,1,1,5,0.08058608058608059,3
1,2,0.8438438438438438,14,70,1,1,3,0.07509157509157509,2
1,2,0.8448448448448448,14,68,1,1,5,0.08516483516483515,3
1,2,0.8458458458458459,14,72,1,1,3,0.07417582417582416,2
1,2,0.8468468468468469,14,72,1,1,3,0.07417582417582416,2
1,2,0.8478478478478478,14,72,1,1,3,0.07417582417582416,2
1,2,0.8488488488488488,14,70,1,1,5,0.07967032967032965,3
1,2,0.8498498498498498,14,70,1,1,3,0.07509157509157506,2
1,2,0.8508508508508509,14,70,1,1,3,0.07509157509157506,2
1,2,0.8518518518518519,14,72,1,1,3,0.07417582417582416,2
1,2,0.8528528528528528,14,70,1,1,5,0.07967032967032968,3
1,2,0.8538538538538538,14,66,1,1,5,0.0860805860805861,3
1,2,0.8548548548548548,14,70,1,1,3,0.07509157509157506,2
1,2,0.8558558558558559,14,70,1,1,3,0.07509157509157509,2
1,2,0.8568568568568569,14,62,1,1,5,0.08882783882783882,3
